Alpha-3 code,Country,CountryName_CN,Numeric,score_2001,score_2021,Region,raw_2001,raw_2021,score_change_observed,score_change_for_index,raw_change,sustainability_status_observed,endpoint_data_status,raw_status,sustainability_direction_note,weighted_global_contribution_to_sdi_change,weighted_internal_contribution_to_subsystem_change,一级指标,二级指标,三级指标,Variables,类型,来源,two_stage_internal_weight,two_stage_global_weight,dimension_en,subdimension_en,indicator_en,direction_en
GNQ,Equatorial Guinea,赤道几内亚,226,0.1345536133460468,0.7825122609879527,C,74.62887189823505,18.75432709,0.6479586476419059,0.6479586476419059,-55.87454480823504,Improved,Observed both endpoints,Decreased,Negative indicator: raw decrease is improvement,0.014661764701054758,0.058647058804219165,资源,能源生产和消费,能源损耗占GNI比,Adjusted savings: energy depletion (% of GNI),负向,世界银行WDI数据库,0.0905104963374614,0.0226276240843653,Resource,Energy production and consumption,Energy depletion (% of GNI),Negative
KEN,Kenya,肯尼亚,404,0.9999999999999999,0.9999999999999999,E,0.0,0.0,0.0,0.0,0.0,Unchanged,Observed both endpoints,Unchanged,Negative indicator: raw decrease is improvement,0.0,0.0,资源,能源生产和消费,能源损耗占GNI比,Adjusted savings: energy depletion (% of GNI),负向,世界银行WDI数据库,0.0905104963374614,0.0226276240843653,Resource,Energy production and consumption,Energy depletion (% of GNI),Negative
LBR,Liberia,利比里亚,430,0.9999999999999999,0.9999999999999999,W,0.0,0.0,0.0,0.0,0.0,Unchanged,Observed both endpoints,Unchanged,Negative indicator: raw decrease is improvement,0.0,0.0,资源,能源生产和消费,能源损耗占GNI比,Adjusted savings: energy depletion (% of GNI),负向,世界银行WDI数据库,0.0905104963374614,0.0226276240843653,Resource,Energy production and consumption,Energy depletion (% of GNI),Negative
LSO,Lesotho,莱索托,426,0.9999999999999999,0.9999999999999999,S,0.0,0.0,0.0,0.0,0.0,Unchanged,Observed both endpoints,Unchanged,Negative indicator: raw decrease is improvement,0.0,0.0,资源,能源生产和消费,能源损耗占GNI比,Adjusted savings: energy depletion (% of GNI),负向,世界银行WDI数据库,0.0905104963374614,0.0226276240843653,Resource,Energy production and consumption,Energy depletion (% of GNI),Negative
MDG,Madagascar,马达加斯加,450,0.9999999999999999,0.9994554810820897,E,0.0,0.046954766,-0.0005445189179101861,-0.0005445189179101861,0.046954766,Deteriorated,Observed both endpoints,Increased,Negative indicator: raw decrease is improvement,-1.2321169381297058e-05,-4.928467752518835e-05,资源,能源生产和消费,能源损耗占GNI比,Adjusted savings: energy depletion (% of GNI),负向,世界银行WDI数据库,0.0905104963374614,0.0226276240843653,Resource,Energy production and consumption,Energy depletion (% of GNI),Negative
MLI,Mali,马里,466,0.9999999999999999,0.9999999999999999,W,0.0,0.0,0.0,0.0,0.0,Unchanged,Observed both endpoints,Unchanged,Negative indicator: raw decrease is improvement,0.0,0.0,资源,能源生产和消费,能源损耗占GNI比,Adjusted savings: energy depletion (% of GNI),负向,世界银行WDI数据库,0.0905104963374614,0.0226276240843653,Resource,Energy production and consumption,Energy depletion (% of GNI),Negative
MOZ,Mozambique,莫桑比克,508,0.9999898683838625,0.9930027823089734,S,0.000873666,0.603381643,-0.006987086074889071,-0.006987086074889071,0.6025079769999999,Deteriorated,Observed both endpoints,Increased,Negative indicator: raw decrease is improvement,-0.00015810115714769333,-0.0006324046285907747,资源,能源生产和消费,能源损耗占GNI比,Adjusted savings: energy depletion (% of GNI),负向,世界银行WDI数据库,0.0905104963374614,0.0226276240843653,Resource,Energy production and consumption,Energy depletion (% of GNI),Negative
MUS,Mauritius,毛里求斯,480,0.9999999999999999,0.9999999999999999,S,0.0,0.0,0.0,0.0,0.0,Unchanged,Observed both endpoints,Unchanged,Negative indicator: raw decrease is improvement,0.0,0.0,资源,能源生产和消费,能源损耗占GNI比,Adjusted savings: energy depletion (% of GNI),负向,世界银行WDI数据库,0.0905104963374614,0.0226276240843653,Resource,Energy production and consumption,Energy depletion (% of GNI),Negative
MWI,Malawi,马拉维,454,0.9990768165531254,0.9998612170278453,S,0.079607634,0.011967485,0.0007844004747198374,0.0007844004747198374,-0.067640149,Improved,Observed both endpoints,Decreased,Negative indicator: raw decrease is improvement,1.7749119073558165e-05,7.099647629423284e-05,资源,能源生产和消费,能源损耗占GNI比,Adjusted savings: energy depletion (% of GNI),负向,世界银行WDI数据库,0.0905104963374614,0.0226276240843653,Resource,Energy production and consumption,Energy depletion (% of GNI),Negative
NAM,Namibia,纳米比亚,516,0.9999999999999999,0.9999999999999999,S,0.0,0.0,0.0,0.0,0.0,Unchanged,Observed both endpoints,Unchanged,Negative indicator: raw decrease is improvement,0.0,0.0,资源,能源生产和消费,能源损耗占GNI比,Adjusted savings: energy depletion (% of GNI),负向,世界银行WDI数据库,0.0905104963374614,0.0226276240843653,Resource,Energy production and consumption,Energy depletion (% of GNI),Negative
NER,Niger,尼日尔,562,0.9996265035037487,0.9972374354584875,W,0.03220722,0.238220505,-0.002389068045261178,-0.002389068045261178,0.206013285,Deteriorated,Observed both endpoints,Increased,Negative indicator: raw decrease is improvement,-5.405893364013935e-05,-0.00021623573456055792,资源,能源生产和消费,能源损耗占GNI比,Adjusted savings: energy depletion (% of GNI),负向,世界银行WDI数据库,0.0905104963374614,0.0226276240843653,Resource,Energy production and consumption,Energy depletion (% of GNI),Negative
NGA,Nigeria,尼日利亚,566,0.9029736038236622,0.9682929475885734,W,8.366746459,2.734151519,0.06531934376491122,0.06531934376491122,-5.63259494,Improved,Observed both endpoints,Decreased,Negative indicator: raw decrease is improvement,0.0014780215561498414,0.0059120862245993794,资源,能源生产和消费,能源损耗占GNI比,Adjusted savings: energy depletion (% of GNI),负向,世界银行WDI数据库,0.0905104963374614,0.0226276240843653,Resource,Energy production and consumption,Energy depletion (% of GNI),Negative
RWA,Rwanda,卢旺达,646,0.9999999999999999,0.9999863960741942,E,0.0,0.001173089,-1.3603925805738548e-05,-1.3603925805738548e-05,0.001173089,Deteriorated,Observed both endpoints,Increased,Negative indicator: raw decrease is improvement,-3.0782451920384816e-07,-1.2312980768153956e-06,资源,能源生产和消费,能源损耗占GNI比,Adjusted savings: energy depletion (% of GNI),负向,世界银行WDI数据库,0.0905104963374614,0.0226276240843653,Resource,Energy production and consumption,Energy depletion (% of GNI),Negative
SEN,Senegal,塞内加尔,686,0.9999999934246881,0.9999868896284617,W,5.67e-07,0.001130529,-1.310379622643243e-05,-1.310379622643243e-05,0.001129962,Deteriorated,Observed both endpoints,Increased,Negative indicator: raw decrease is improvement,-2.9650777508983756e-07,-1.186031100359353e-06,资源,能源生产和消费,能源损耗占GNI比,Adjusted savings: energy depletion (% of GNI),负向,世界银行WDI数据库,0.0905104963374614,0.0226276240843653,Resource,Energy production and consumption,Energy depletion (% of GNI),Negative
SLE,Sierra Leone,塞拉利昂,694,0.9999999999999999,0.9999999999999999,W,0.0,0.0,0.0,0.0,0.0,Unchanged,Observed both endpoints,Unchanged,Negative indicator: raw decrease is improvement,0.0,0.0,资源,能源生产和消费,能源损耗占GNI比,Adjusted savings: energy depletion (% of GNI),负向,世界银行WDI数据库,0.0905104963374614,0.0226276240843653,Resource,Energy production and consumption,Energy depletion (% of GNI),Negative
STP,São Tomé and Principe,圣多美和普林西比,678,0.9999999999999999,0.9999999999999999,C,0.0,0.0,0.0,0.0,0.0,Unchanged,Observed both endpoints,Unchanged,Negative indicator: raw decrease is improvement,0.0,0.0,资源,能源生产和消费,能源损耗占GNI比,Adjusted savings: energy depletion (% of GNI),负向,世界银行WDI数据库,0.0905104963374614,0.0226276240843653,Resource,Energy production and consumption,Energy depletion (% of GNI),Negative
SWZ,Swaziland,斯威士兰,748,0.9999999196350781,0.999999958831822,S,6.93e-06,3.55e-06,3.919674396168915e-08,3.919674396168915e-08,-3.38e-06,Improved,Observed both endpoints,Decreased,Negative indicator: raw decrease is improvement,8.869291876962175e-10,3.5477167507848782e-09,资源,能源生产和消费,能源损耗占GNI比,Adjusted savings: energy depletion (% of GNI),负向,世界银行WDI数据库,0.0905104963374614,0.0226276240843653,Resource,Energy production and consumption,Energy depletion (% of GNI),Negative
SYC,Seychelles,塞舌尔,690,0.9999999999999999,0.9999999999999999,E,0.0,0.0,0.0,0.0,0.0,Unchanged,Observed both endpoints,Unchanged,Negative indicator: raw decrease is improvement,0.0,0.0,资源,能源生产和消费,能源损耗占GNI比,Adjusted savings: energy depletion (% of GNI),负向,世界银行WDI数据库,0.0905104963374614,0.0226276240843653,Resource,Energy production and consumption,Energy depletion (% of GNI),Negative
TCD,Chad,乍得,148,0.9999999999999999,0.8889605816703108,C,0.0,9.575112513,-0.11103941832968911,-0.11103941832968911,9.575112513,Deteriorated,Observed both endpoints,Increased,Negative indicator: raw decrease is improvement,-0.002512558216510787,-0.01005023286604317,资源,能源生产和消费,能源损耗占GNI比,Adjusted savings: energy depletion (% of GNI),负向,世界银行WDI数据库,0.0905104963374614,0.0226276240843653,Resource,Energy production and consumption,Energy depletion (% of GNI),Negative
TGO,Togo,多哥,768,0.9999999999999999,0.9999999999999999,W,0.0,0.0,0.0,0.0,0.0,Unchanged,Observed both endpoints,Unchanged,Negative indicator: raw decrease is improvement,0.0,0.0,资源,能源生产和消费,能源损耗占GNI比,Adjusted savings: energy depletion (% of GNI),负向,世界银行WDI数据库,0.0905104963374614,0.0226276240843653,Resource,Energy production and consumption,Energy depletion (% of GNI),Negative
TZA,Tanzania,坦桑尼亚,834,0.999997364888716,0.9975778418315195,E,0.00022723,0.208866701,-0.0024195230571965043,-0.0024195230571965043,0.208639471,Deteriorated,Observed both endpoints,Increased,Negative indicator: raw decrease is improvement,-5.4748058201696777e-05,-0.00021899223280678762,资源,能源生产和消费,能源损耗占GNI比,Adjusted savings: energy depletion (% of GNI),负向,世界银行WDI数据库,0.0905104963374614,0.0226276240843653,Resource,Energy production and consumption,Energy depletion (% of GNI),Negative
UGA,Uganda,乌干达,800,0.9999999999999999,0.9999999999999999,E,0.0,0.0,0.0,0.0,0.0,Unchanged,Observed both endpoints,Unchanged,Negative indicator: raw decrease is improvement,0.0,0.0,资源,能源生产和消费,能源损耗占GNI比,Adjusted savings: energy depletion (% of GNI),负向,世界银行WDI数据库,0.0905104963374614,0.0226276240843653,Resource,Energy production and consumption,Energy depletion (% of GNI),Negative
ZAF,South Africa,南非,710,0.9748279545143308,0.9798120830626829,S,2.170627074,1.740837434,0.0049841285483520625,0.0049841285483520625,-0.4297896400000001,Improved,Observed both endpoints,Decreased,Negative indicator: raw decrease is improvement,0.00011277898718026379,0.0004511159487210562,资源,能源生产和消费,能源损耗占GNI比,Adjusted savings: energy depletion (% of GNI),负向,世界银行WDI数据库,0.0905104963374614,0.0226276240843653,Resource,Energy production and consumption,Energy depletion (% of GNI),Negative
ZMB,Zambia,赞比亚,894,0.9999140760289014,0.9997324506676534,S,0.007409366,0.023071221,-0.00018162536124799455,-0.00018162536124799455,0.015661855,Deteriorated,Observed both endpoints,Increased,Negative indicator: raw decrease is improvement,-4.1097503985066696e-06,-1.6439001594026716e-05,资源,能源生产和消费,能源损耗占GNI比,Adjusted savings: energy depletion (% of GNI),负向,世界银行WDI数据库,0.0905104963374614,0.0226276240843653,Resource,Energy production and consumption,Energy depletion (% of GNI),Negative
ZWE,Zimbabwe,津巴布韦,716,0.9943926202374298,0.9986890321246922,S,0.483533622,0.113046926,0.004296411887262375,0.004296411887262375,-0.370486696,Improved,Observed both endpoints,Decreased,Negative indicator: raw decrease is improvement,9.721759309657148e-05,0.0003888703723862868,资源,能源生产和消费,能源损耗占GNI比,Adjusted savings: energy depletion (% of GNI),负向,世界银行WDI数据库,0.0905104963374614,0.0226276240843653,Resource,Energy production and consumption,Energy depletion (% of GNI),Negative
AGO,Angola,安哥拉,24,1.0,1.0,S,0.0,0.0,0.0,0.0,0.0,Unchanged,Observed both endpoints,Unchanged,Negative indicator: raw decrease is improvement,0.0,0.0,资源,自然资源,矿石资源损耗占GNI比,Adjusted savings: mineral depletion (% of GNI),负向,世界银行WDI数据库,0.0913641547961206,0.0228410386990301,Resource,Natural resources,Mineral depletion (% of GNI),Negative
BDI,Burundi,布隆迪,108,0.9970353316483076,1.0,E,0.067180458,0.0,0.002964668351692401,0.002964668351692401,-0.067180458,Improved,Observed both endpoints,Decreased,Negative indicator: raw decrease is improvement,6.77161045507959e-05,0.00027086441820318427,资源,自然资源,矿石资源损耗占GNI比,Adjusted savings: mineral depletion (% of GNI),负向,世界银行WDI数据库,0.0913641547961206,0.0228410386990301,Resource,Natural resources,Mineral depletion (% of GNI),Negative
BEN,Benin,贝宁,204,0.9999729408559077,1.0,W,0.00061317,0.0,2.70591440922896e-05,2.70591440922896e-05,-0.00061317,Improved,Observed both endpoints,Decreased,Negative indicator: raw decrease is improvement,6.180589573746185e-07,2.4722358294984794e-06,资源,自然资源,矿石资源损耗占GNI比,Adjusted savings: mineral depletion (% of GNI),负向,世界银行WDI数据库,0.0913641547961206,0.0228410386990301,Resource,Natural resources,Mineral depletion (% of GNI),Negative
